DealId,Deal_No,Presentation_Receipt_Id,Presentation_Date,Presenation_Amount,Repay_Mode,Clearing_Status,Bouncing_Reason,Cancellation_reason
101066946,035288,305632,2016-11-07 00:00:00,2622.0000,PDC,Cleared,,
101066982,035166,305633,2016-11-07 00:00:00,2125.0000,PDC,Cleared,,
101067017,035418,305634,2016-11-07 00:00:00,2790.0000,PDC,Cleared,,
101067058,035175,305635,2016-11-07 00:00:00,1663.0000,PDC,Cleared,,
101067110,035448,305636,2016-11-07 00:00:00,2067.0000,PDC,Cleared,,
101067150,035509,305637,2016-11-07 00:00:00,3160.0000,PDC,Cleared,,
101067185,034822,305638,2016-11-07 00:00:00,2134.0000,PDC,Cleared,,
101067227,035279,305639,2016-11-07 00:00:00,1892.0000,PDC,Bounced,CONTACT DRAWER/DRAWEE PRESENT AGAIN,
101067295,034890,305640,2016-11-07 00:00:00,1812.0000,PDC,Cleared,,
101067348,035011,305642,2016-11-07 00:00:00,3344.0000,PDC,Cleared,,
101067392,034920,305643,2016-11-07 00:00:00,2588.0000,PDC,Cleared,,
101067443,034943,305644,2016-11-07 00:00:00,2067.0000,PDC,Cleared,,
101067484,035366,305645,2016-11-07 00:00:00,2084.0000,PDC,Cleared,,
101067522,035415,305646,2016-11-07 00:00:00,2153.0000,PDC,Cleared,,
101067564,035031,305647,2016-11-07 00:00:00,2310.0000,PDC,Cleared,,
101067608,034981,305648,2016-11-07 00:00:00,2415.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101067649,035458,305649,2016-11-07 00:00:00,2310.0000,PDC,Cleared,,
101067690,035100,305650,2016-11-07 00:00:00,3022.0000,PDC,Bounced,NOT DRAWN ON US,
101067740,035429,305651,2016-11-07 00:00:00,3360.0000,PDC,Cleared,,
101067782,035457,305652,2016-11-07 00:00:00,1854.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101067840,035214,305653,2016-11-07 00:00:00,2134.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101067886,035243,305654,2016-11-07 00:00:00,2667.0000,PDC,Cleared,,
101067927,035155,305655,2016-11-07 00:00:00,2080.0000,PDC,Cleared,,
101069341,034037,305656,2016-11-07 00:00:00,2284.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101069988,035153,305657,2016-11-07 00:00:00,2295.0000,PDC,Cleared,,
101062662,035206,305658,2016-11-07 00:00:00,3040.0000,PDC,Cleared,,
101062773,034965,305659,2016-11-07 00:00:00,2618.0000,PDC,Cleared,,
101083003,035700,305660,2016-11-07 00:00:00,3518.0000,PDC,Cleared,,
101083095,036040,305661,2016-11-07 00:00:00,3362.0000,PDC,Cleared,,
101083330,035777,305662,2016-11-07 00:00:00,4465.0000,PDC,Cleared,,
101083357,035780,305663,2016-11-07 00:00:00,2532.0000,PDC,Cleared,,
101083394,036012,305664,2016-11-07 00:00:00,2359.0000,PDC,Cleared,,
101083435,035838,305665,2016-11-07 00:00:00,2222.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101083473,035403,305666,2016-11-07 00:00:00,2323.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101083517,035831,305667,2016-11-07 00:00:00,2835.0000,PDC,Cleared,,
101083562,035887,305668,2016-11-07 00:00:00,2507.0000,PDC,Cleared,,
101083606,035845,305669,2016-11-07 00:00:00,1854.0000,PDC,Cleared,,
101083662,035848,305670,2016-11-07 00:00:00,2507.0000,PDC,Cleared,,
101083702,036058,305671,2016-11-07 00:00:00,2152.0000,PDC,Cleared,,
101083738,036047,305672,2016-11-07 00:00:00,2573.0000,PDC,Cleared,,
101083778,035917,305673,2016-11-07 00:00:00,3652.0000,PDC,Cleared,,
101083816,035535,305674,2016-11-07 00:00:00,3894.0000,PDC,Cleared,,
101083848,036104,305675,2016-11-07 00:00:00,3093.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101083882,036311,305676,2016-11-07 00:00:00,2140.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101083922,035822,305677,2016-11-07 00:00:00,4465.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101083949,036108,305678,2016-11-07 00:00:00,3040.0000,PDC,Cleared,,
101083977,036209,305679,2016-11-07 00:00:00,1931.0000,PDC,Cleared,,
101084062,036305,305680,2016-11-07 00:00:00,2140.0000,PDC,Cleared,,
101084105,035029,305681,2016-11-07 00:00:00,2754.0000,PDC,Cancelled,,CHQ NO.003319 NOT CR IN AXIS BANK
101084137,035715,305682,2016-11-07 00:00:00,2520.0000,PDC,Cleared,,
101084178,036233,305683,2016-11-07 00:00:00,1995.0000,PDC,Cleared,,
101084231,036175,305684,2016-11-07 00:00:00,1883.0000,PDC,Cleared,,
101084270,036004,305685,2016-11-07 00:00:00,2958.0000,PDC,Cleared,,
101084305,035946,305686,2016-11-07 00:00:00,2623.0000,PDC,Cleared,,
101084347,035783,305687,2016-11-07 00:00:00,3563.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101084396,035731,305688,2016-11-07 00:00:00,2801.0000,PDC,Cancelled,,NOT DEPOSTIE  IN AXIS  BANK
101084498,035833,305689,2016-11-07 00:00:00,2415.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101084542,035776,305690,2016-11-07 00:00:00,2135.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101084582,035996,305691,2016-11-07 00:00:00,6080.0000,PDC,Cleared,,
101084611,036218,305692,2016-11-07 00:00:00,1854.0000,PDC,Cleared,,
101084665,035963,305693,2016-11-07 00:00:00,2783.0000,PDC,Cleared,,
101084718,035623,305694,2016-11-07 00:00:00,2263.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101084759,036256,305695,2016-11-07 00:00:00,2048.0000,PDC,Bounced,SIGNATURE MISMATCH,
101084809,035949,305696,2016-11-07 00:00:00,4647.0000,PDC,Cleared,,
101084848,036000,305697,2016-11-07 00:00:00,1967.0000,PDC,Cleared,,
101084897,035779,305698,2016-11-07 00:00:00,2083.0000,PDC,Cancelled,,NEITHER CLEAR NOR BOUNCE
101084944,035818,305699,2016-11-07 00:00:00,2134.0000,PDC,Cleared,,
101084992,035675,305700,2016-11-07 00:00:00,1043.0000,PDC,Cleared,,
101085057,036386,305701,2016-11-07 00:00:00,2140.0000,PDC,Cleared,,
101085120,035163,305702,2016-11-07 00:00:00,2813.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101085178,036008,305703,2016-11-07 00:00:00,3360.0000,PDC,Bounced,CONTACT DRAWER/DRAWEE PRESENT AGAIN,
101085219,036303,305704,2016-11-07 00:00:00,2440.0000,PDC,Cancelled,,CHQ NO.001715 NOT CR IN AXIS BANK
101085259,036168,305705,2016-11-07 00:00:00,1858.0000,PDC,Cleared,,
101085393,036015,305706,2016-11-07 00:00:00,2246.0000,PDC,Cleared,,
101085446,036238,305707,2016-11-07 00:00:00,2363.0000,PDC,Cleared,,
101085506,036110,305708,2016-11-07 00:00:00,1988.0000,PDC,Cleared,,
101085557,036320,305709,2016-11-07 00:00:00,2782.0000,PDC,Cleared,,
101085602,036210,305710,2016-11-07 00:00:00,2448.0000,PDC,Cleared,,
101085643,036306,305711,2016-11-07 00:00:00,3560.0000,PDC,Cleared,,
101085679,035835,305712,2016-11-07 00:00:00,2067.0000,PDC,Cleared,,
101085720,035597,305713,2016-11-07 00:00:00,1871.0000,PDC,Cleared,,
101085771,036113,305714,2016-11-07 00:00:00,5225.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101085837,035941,305715,2016-11-07 00:00:00,3494.0000,PDC,Cleared,,
101085879,036336,305716,2016-11-07 00:00:00,2644.0000,PDC,Cleared,,
101085918,036170,305717,2016-11-07 00:00:00,2500.0000,PDC,Cleared,,
101085961,035942,305718,2016-11-07 00:00:00,2614.0000,PDC,Cleared,,
101086007,035793,305719,2016-11-07 00:00:00,1776.0000,PDC,Cleared,,
101086061,036217,305720,2016-11-07 00:00:00,3668.0000,PDC,Cleared,,
101086114,036063,305721,2016-11-07 00:00:00,2555.0000,PDC,Cleared,,
101086149,036005,305722,2016-11-07 00:00:00,2828.0000,PDC,Cleared,,
101086197,035877,305723,2016-11-07 00:00:00,2400.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101086259,036025,305724,2016-11-07 00:00:00,2294.0000,PDC,Cancelled,,NEITHER CLEAR NOR BOUNCE
101086321,035666,305725,2016-11-07 00:00:00,2513.0000,PDC,Cancelled,,CHQ NO.086666 NOT CR IN AXIS BANK
101086363,035316,305726,2016-11-07 00:00:00,2400.0000,PDC,Cleared,,
101086405,036050,305727,2016-11-07 00:00:00,2324.0000,PDC,Cleared,,
101086440,036133,305728,2016-11-07 00:00:00,2258.0000,PDC,Cleared,,
101086491,036365,305729,2016-11-07 00:00:00,2292.0000,PDC,Cleared,,
101086535,036323,305730,2016-11-07 00:00:00,2163.0000,PDC,Cleared,,
101086578,035679,305731,2016-11-07 00:00:00,2100.0000,PDC,Cleared,,
101086686,036124,305732,2016-11-07 00:00:00,1815.0000,PDC,Cleared,,
101086725,036312,305733,2016-11-07 00:00:00,3040.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101086766,036356,305734,2016-11-07 00:00:00,2360.0000,PDC,Cleared,,
101086811,036273,305735,2016-11-07 00:00:00,2783.0000,PDC,Cleared,,
101086853,036021,305736,2016-11-07 00:00:00,5320.0000,PDC,Cleared,,
101086884,036177,305737,2016-11-07 00:00:00,3025.0000,PDC,Cleared,,
101086920,035725,305738,2016-11-07 00:00:00,1845.0000,PDC,Cleared,,
101086970,036185,305739,2016-11-07 00:00:00,2573.0000,PDC,Cleared,,
101087011,036033,305740,2016-11-07 00:00:00,3294.0000,PDC,Cleared,,
101087051,035918,305741,2016-11-07 00:00:00,2521.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101087098,035054,305742,2016-11-07 00:00:00,2258.0000,PDC,Bounced,STOP PYMT BY DRAWER,
101087157,035870,305743,2016-11-07 00:00:00,2294.0000,PDC,Cancelled,,CHQ NO.132186 NOT CR IN AXIS BANK
101087213,036408,305744,2016-11-07 00:00:00,2257.0000,PDC,Cleared,,
101087260,035902,305745,2016-11-07 00:00:00,2134.0000,PDC,Cancelled,,CHQ NO.310226 TO BE DEPOSITED IN AXIS
101087321,036395,305746,2016-11-07 00:00:00,2573.0000,PDC,Cancelled,,CHQ NO.126301 TO BE DEPOSITED IN AXIS
101087383,035735,305747,2016-11-07 00:00:00,2294.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101087449,036437,305748,2016-11-07 00:00:00,1873.0000,PDC,Cleared,,
101087503,035940,305749,2016-11-07 00:00:00,3547.0000,PDC,Cleared,,
101087566,036075,305750,2016-11-07 00:00:00,3200.0000,PDC,Cleared,,
101087617,035864,305751,2016-11-07 00:00:00,3496.0000,PDC,Cancelled,,CHQ NO.000017 NOT CR IN AXIS BANK
101087661,036357,305752,2016-11-07 00:00:00,2656.0000,PDC,Cleared,,
101087702,036095,305753,2016-11-07 00:00:00,2409.0000,PDC,Cleared,,
101087743,035957,305754,2016-11-07 00:00:00,2219.0000,PDC,Cleared,,
101087794,036398,305755,2016-11-07 00:00:00,3429.0000,PDC,Cancelled,,NEITHER CLEAR NOR BOUNCE
101087832,035961,305756,2016-11-07 00:00:00,2076.0000,PDC,Cleared,,
101087886,035974,305757,2016-11-07 00:00:00,3410.0000,PDC,Cleared,,
101087927,035843,305758,2016-11-07 00:00:00,1950.0000,PDC,Cleared,,
101087978,035910,305759,2016-11-07 00:00:00,1910.0000,PDC,Cleared,,
101088028,036340,305760,2016-11-07 00:00:00,2899.0000,PDC,Cleared,,
101088084,035634,305761,2016-11-07 00:00:00,3291.0000,PDC,Cleared,,
101088124,035808,305762,2016-11-07 00:00:00,2076.0000,PDC,Cleared,,
101088164,035855,305763,2016-11-07 00:00:00,1843.0000,PDC,Cancelled,,CHQ NO.310226 TO BE DEPOSITED IN AXIS
101088237,036137,305764,2016-11-07 00:00:00,2205.0000,PDC,Cleared,,
101088279,036485,305765,2016-11-07 00:00:00,1835.0000,PDC,Cleared,,
101088339,036478,305766,2016-11-07 00:00:00,2468.0000,PDC,Bounced,CONTACT DRAWER/DRAWEE PRESENT AGAIN,
101088387,035880,305767,2016-11-07 00:00:00,2552.0000,PDC,Cleared,,
101088431,035977,305768,2016-11-07 00:00:00,2850.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101088478,036430,305769,2016-11-07 00:00:00,2689.0000,PDC,Cleared,,
101088633,035854,305770,2016-11-07 00:00:00,2458.0000,PDC,Cancelled,,CHQ NO.391181 NOT CR IN AXIS BANK
101088684,035388,305771,2016-11-07 00:00:00,2520.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101088732,036135,305772,2016-11-07 00:00:00,3268.0000,PDC,Bounced,DRAWERS SIGN DIFFERS,
101088785,036180,305773,2016-11-07 00:00:00,4085.0000,PDC,Cleared,,
101088857,036043,305774,2016-11-07 00:00:00,2289.0000,PDC,Cleared,,
101088898,035816,305775,2016-11-07 00:00:00,2222.0000,PDC,Cleared,,
101088937,035980,305776,2016-11-07 00:00:00,1912.0000,PDC,Cleared,,
101088992,036178,305777,2016-11-07 00:00:00,1973.0000,PDC,Cleared,,
101089048,036227,305778,2016-11-07 00:00:00,2292.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101089094,036358,305779,2016-11-07 00:00:00,3000.0000,PDC,Cleared,,
101089143,036415,305780,2016-11-07 00:00:00,4043.0000,PDC,Cleared,,
101089187,036292,305781,2016-11-07 00:00:00,2461.0000,PDC,Cleared,,
101089246,035891,305782,2016-11-07 00:00:00,2811.0000,PDC,Cleared,,
101089285,036091,305783,2016-11-07 00:00:00,6261.0000,PDC,Cleared,,
101089314,035964,305784,2016-11-07 00:00:00,2290.0000,PDC,Cleared,,
101089381,036034,305785,2016-11-07 00:00:00,2275.0000,PDC,Cleared,,
101089427,035907,305786,2016-11-07 00:00:00,2059.0000,PDC,Cleared,,
101089461,035967,305787,2016-11-07 00:00:00,2363.0000,PDC,Cleared,,
101089525,035513,305788,2016-11-07 00:00:00,3472.0000,PDC,Bounced,OTHER REASONS,
101089561,035927,305789,2016-11-07 00:00:00,2205.0000,PDC,Cancelled,,NEITHER CLEAR NOR BOUNCE
101089627,036080,305790,2016-11-07 00:00:00,2243.0000,PDC,Cleared,,
101089670,036056,305791,2016-11-07 00:00:00,2351.0000,PDC,Cleared,,
101089718,036455,305792,2016-11-07 00:00:00,3465.0000,PDC,Cleared,,
101089769,035897,305793,2016-11-07 00:00:00,2093.0000,PDC,Cleared,,
101089810,035859,305794,2016-11-07 00:00:00,2393.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101089852,035865,305795,2016-11-07 00:00:00,1674.0000,PDC,Cleared,,
101089900,036628,305796,2016-11-07 00:00:00,2678.0000,PDC,Cleared,,
101089948,036589,305797,2016-11-07 00:00:00,1418.0000,PDC,Cleared,,
101089995,035832,305798,2016-11-07 00:00:00,2222.0000,PDC,Cleared,,
101090040,036419,305799,2016-11-07 00:00:00,3682.0000,PDC,Cleared,,
101090070,036065,305800,2016-11-07 00:00:00,4975.0000,PDC,Cleared,,
101090120,036052,305801,2016-11-07 00:00:00,1938.0000,PDC,Cleared,,
101090161,036350,305802,2016-11-07 00:00:00,2415.0000,PDC,Cleared,,
101090203,035966,305803,2016-11-07 00:00:00,2187.0000,PDC,Cleared,,
101090245,036023,305804,2016-11-07 00:00:00,2573.0000,PDC,Cleared,,
101090286,035852,305805,2016-11-07 00:00:00,2790.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101090347,036254,305806,2016-11-07 00:00:00,2324.0000,PDC,Cancelled,,NEITHER CLEAR NOR BOUNCE
101090403,036157,305807,2016-11-07 00:00:00,2780.0000,PDC,Cleared,,
101090462,036375,305808,2016-11-07 00:00:00,2625.0000,PDC,Cleared,,
101090504,036352,305809,2016-11-07 00:00:00,2532.0000,PDC,Cleared,,
101090544,035210,305810,2016-11-07 00:00:00,2520.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101090590,035900,305811,2016-11-07 00:00:00,3040.0000,PDC,Cleared,,
101090631,035654,305812,2016-11-07 00:00:00,1506.0000,PDC,Cleared,,
101090688,035801,305813,2016-11-07 00:00:00,2501.0000,PDC,Cleared,,
101090728,036514,305814,2016-11-07 00:00:00,1769.0000,PDC,Cancelled,,CHQ NO.310226 TO BE DEPOSITED IN AXIS
101090852,036214,305815,2016-11-07 00:00:00,2730.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101090898,036097,305816,2016-11-07 00:00:00,2625.0000,PDC,Cleared,,
101090945,036151,305817,2016-11-07 00:00:00,2164.0000,PDC,Cleared,,
101091021,036219,305818,2016-11-07 00:00:00,6386.0000,PDC,Cleared,,
101091058,036348,305819,2016-11-07 00:00:00,2507.0000,PDC,Cleared,,
101091140,036276,305820,2016-11-07 00:00:00,2783.0000,PDC,Cleared,,
101091185,036203,305821,2016-11-07 00:00:00,2873.0000,PDC,Cleared,,
101091228,036565,305822,2016-11-07 00:00:00,2573.0000,PDC,Cleared,,
101091270,036128,305823,2016-11-07 00:00:00,3160.0000,PDC,Cleared,,
101091311,036501,305824,2016-11-07 00:00:00,2134.0000,PDC,Cleared,,
101091369,036389,305825,2016-11-07 00:00:00,2048.0000,PDC,Cleared,,
101091410,036074,305826,2016-11-07 00:00:00,2468.0000,PDC,Cleared,,
101091457,035640,305827,2016-11-07 00:00:00,1854.0000,PDC,Cleared,,
101091511,036184,305828,2016-11-07 00:00:00,3085.0000,PDC,Cleared,,
101091573,036302,305829,2016-11-07 00:00:00,2708.0000,PDC,Cleared,,
101091615,035908,305830,2016-11-07 00:00:00,2295.0000,PDC,Cleared,,
101091655,036125,305831,2016-11-07 00:00:00,3127.0000,PDC,Cleared,,
101091710,036226,305832,2016-11-07 00:00:00,2429.0000,PDC,Cleared,,
101091753,036165,305833,2016-11-07 00:00:00,3230.0000,PDC,Cleared,,
101091786,036205,305834,2016-11-07 00:00:00,2717.0000,PDC,Cleared,,
101091829,036176,305835,2016-11-07 00:00:00,2842.0000,PDC,Cleared,,
101091871,036009,305836,2016-11-07 00:00:00,3009.0000,PDC,Cleared,,
101091906,036243,305837,2016-11-07 00:00:00,2362.0000,PDC,Cleared,,
101091947,036182,305838,2016-11-07 00:00:00,2400.0000,PDC,Cleared,,
101091989,036014,305839,2016-11-07 00:00:00,1974.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101092047,036366,305840,2016-11-07 00:00:00,2077.0000,PDC,Cleared,,
101092088,036231,305841,2016-11-07 00:00:00,2480.0000,PDC,Cleared,,
101092128,036270,305842,2016-11-07 00:00:00,1988.0000,PDC,Cleared,,
101092184,036087,305843,2016-11-07 00:00:00,2363.0000,PDC,Cleared,,
101092221,036174,305844,2016-11-07 00:00:00,1771.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101092278,036090,305845,2016-11-07 00:00:00,2420.0000,PDC,Cancelled,,CHQ NO.013581 TO BE DEPOSITED IN AXIS
101092335,036327,305846,2016-11-07 00:00:00,3800.0000,PDC,Cleared,,
101092369,036469,305847,2016-11-07 00:00:00,1943.0000,PDC,Cleared,,
101092411,036204,305848,2016-11-07 00:00:00,3032.0000,PDC,Cleared,,
101092448,036081,305849,2016-11-07 00:00:00,2851.0000,PDC,Cleared,,
101092480,036301,305850,2016-11-07 00:00:00,2400.0000,PDC,Cleared,,
101092523,036369,305851,2016-11-07 00:00:00,2458.0000,PDC,Cancelled,,NEITHER CLEAR NOR BOUNCE
101092563,036460,305852,2016-11-07 00:00:00,1883.0000,PDC,Cleared,,
101092600,036280,305853,2016-11-07 00:00:00,1927.0000,PDC,Cleared,,
101092692,035612,305854,2016-11-07 00:00:00,2258.0000,PDC,Cleared,,
101092732,036299,305855,2016-11-07 00:00:00,2520.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101092780,036427,305856,2016-11-07 00:00:00,4696.0000,PDC,Cleared,,
101092817,035794,305857,2016-11-07 00:00:00,2674.0000,PDC,Cleared,,
101092858,035954,305858,2016-11-07 00:00:00,2126.0000,PDC,Cleared,,
101092899,036202,305859,2016-11-07 00:00:00,2824.0000,PDC,Cleared,,
101092938,035863,305860,2016-11-07 00:00:00,3575.0000,PDC,Cleared,,
101092966,036288,305861,2016-11-07 00:00:00,2520.0000,PDC,Cleared,,
101093016,035844,305862,2016-11-07 00:00:00,2501.0000,PDC,Cleared,,
101093104,036085,305863,2016-11-07 00:00:00,1854.0000,PDC,Cleared,,
101093160,036053,305864,2016-11-07 00:00:00,3800.0000,PDC,Cleared,,
101093191,036266,305865,2016-11-07 00:00:00,3413.0000,PDC,Cleared,,
101093236,035594,305866,2016-11-07 00:00:00,1733.0000,PDC,Cleared,,
101093353,036524,305867,2016-11-07 00:00:00,2374.0000,PDC,Cleared,,
101093393,036295,305868,2016-11-07 00:00:00,2258.0000,PDC,Cleared,,
101093435,036316,305869,2016-11-07 00:00:00,2195.0000,PDC,Cleared,,
101093475,036222,305870,2016-11-07 00:00:00,2153.0000,PDC,Cleared,,
101093516,035894,305871,2016-11-07 00:00:00,2134.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101093571,036445,305872,2016-11-07 00:00:00,1885.0000,PDC,Cleared,,
101093618,036131,305873,2016-11-07 00:00:00,2560.0000,PDC,Cleared,,
101093659,036552,305874,2016-11-07 00:00:00,2124.0000,PDC,Cleared,,
101093736,036179,305875,2016-11-07 00:00:00,2390.0000,PDC,Cleared,,
101093775,036194,305876,2016-11-07 00:00:00,2295.0000,PDC,Cleared,,
101093819,036314,305877,2016-11-07 00:00:00,2514.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101093861,036272,305878,2016-11-07 00:00:00,2363.0000,PDC,Cleared,,
101093938,036153,305879,2016-11-07 00:00:00,2950.0000,PDC,Cleared,,
101093985,036465,305880,2016-11-07 00:00:00,2635.0000,PDC,Cleared,,
101094032,036241,305881,2016-11-07 00:00:00,2325.0000,PDC,Cleared,,
101094076,036322,305882,2016-11-07 00:00:00,2231.0000,PDC,Cleared,,
101094135,036247,305883,2016-11-07 00:00:00,2288.0000,PDC,Bounced,CONTACT DRAWER/DRAWEE PRESENT AGAIN,
101094184,036211,305884,2016-11-07 00:00:00,2288.0000,PDC,Cleared,,
101094231,036364,305885,2016-11-07 00:00:00,2245.0000,PDC,Cleared,,
101094328,036334,305886,2016-11-07 00:00:00,2981.0000,PDC,Cancelled,,NEITHER CLEAR NOR BOUNCE
101094379,036537,305887,2016-11-07 00:00:00,2084.0000,PDC,Cleared,,
101094289,036250,305888,2016-11-07 00:00:00,2667.0000,PDC,Cleared,,
101094425,036172,305889,2016-11-07 00:00:00,3255.0000,PDC,Cleared,,
101094472,036436,305890,2016-11-07 00:00:00,2347.0000,PDC,Cancelled,,CHQ NO.310226 TO BE DEPOSITED IN AXIS
101094539,036167,305891,2016-11-07 00:00:00,2032.0000,PDC,Cleared,,
101094587,036349,305892,2016-11-07 00:00:00,3885.0000,PDC,Cleared,,
101094621,036134,305893,2016-11-07 00:00:00,3420.0000,PDC,Bounced,ACCOUNT BLOCKED,
101094656,036118,305894,2016-11-07 00:00:00,2100.0000,PDC,Cleared,,
101094698,036066,305895,2016-11-07 00:00:00,3800.0000,PDC,Cleared,,
101094728,036240,305896,2016-11-07 00:00:00,2362.0000,PDC,Cleared,,
101094778,036433,305897,2016-11-07 00:00:00,3297.0000,PDC,Cleared,,
101094816,036290,305898,2016-11-07 00:00:00,6050.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101094879,036213,305899,2016-11-07 00:00:00,2253.0000,PDC,Cleared,,
101094930,036354,305900,2016-11-07 00:00:00,2730.0000,PDC,Cleared,,
101094977,036347,305901,2016-11-07 00:00:00,2288.0000,PDC,Cleared,,
101095268,036367,305902,2016-11-07 00:00:00,2292.0000,PDC,Cleared,,
101095562,036470,305903,2016-11-07 00:00:00,2210.0000,PDC,Cleared,,
101096402,036147,305904,2016-11-07 00:00:00,1934.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101085339,036307,305905,2016-11-07 00:00:00,1833.0000,PDC,Cleared,,
101098806,035747,305906,2016-11-07 00:00:00,2555.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101098930,036286,305907,2016-11-07 00:00:00,2363.0000,PDC,Cancelled,,DATE  AFTER END DATE
101098972,036189,305908,2016-11-07 00:00:00,2560.0000,PDC,Bounced,DRAWERS SIGN DIFFERS,
101099019,035772,305909,2016-11-07 00:00:00,2368.0000,PDC,Cleared,,
101093281,035953,305910,2016-11-07 00:00:00,3515.0000,PDC,Cleared,,
100993378,032309,305911,2016-11-07 00:00:00,2400.0000,NACH,Cleared,,
100991325,032271,305912,2016-11-07 00:00:00,1999.0000,NACH,Cleared,,
100991365,032272,305913,2016-11-07 00:00:00,5067.0000,NACH,Cleared,,
100991540,032275,305914,2016-11-07 00:00:00,2134.0000,NACH,Cleared,,
100993041,032302,305915,2016-11-07 00:00:00,2294.0000,NACH,Bounced,BALANCE INSUFFICIENT,
100993476,032311,305916,2016-11-07 00:00:00,4283.0000,NACH,Cleared,,
100993649,032316,305917,2016-11-07 00:00:00,3610.0000,NACH,Cleared,,
100992818,032297,305918,2016-11-07 00:00:00,1894.0000,NACH,Bounced,BALANCE INSUFFICIENT,
100991884,032281,305919,2016-11-07 00:00:00,1657.0000,NACH,Cleared,,
100997091,032380,305920,2016-11-07 00:00:00,2219.0000,NACH,Cleared,,
100998464,032411,305921,2016-11-07 00:00:00,2665.0000,NACH,Cleared,,
100998559,032413,305922,2016-11-07 00:00:00,2429.0000,NACH,Cleared,,
100993420,032310,305923,2016-11-07 00:00:00,5334.0000,NACH,Bounced,BALANCE INSUFFICIENT,
100993510,032312,305924,2016-11-07 00:00:00,1931.0000,NACH,Cleared,,
100991656,032277,305925,2016-11-07 00:00:00,2560.0000,NACH,Cleared,,
100991477,032274,305926,2016-11-07 00:00:00,2295.0000,NACH,Cleared,,
100990996,032265,305927,2016-11-07 00:00:00,2408.0000,NACH,Bounced,BALANCE INSUFFICIENT,
100997541,032390,305928,2016-11-07 00:00:00,2348.0000,NACH,Bounced,BALANCE INSUFFICIENT,
100998201,032405,305929,2016-11-07 00:00:00,6175.0000,NACH,Cleared,,
100920298,032232,305930,2016-11-07 00:00:00,4840.0000,NACH,Cleared,,
100991157,032268,305931,2016-11-07 00:00:00,3127.0000,NACH,Cleared,,
100998091,032403,305932,2016-11-07 00:00:00,2016.0000,NACH,Cleared,,
100997507,032389,305933,2016-11-07 00:00:00,2488.0000,NACH,Cleared,,
100997970,032400,305934,2016-11-07 00:00:00,2257.0000,NACH,Cleared,,
100997762,032395,305935,2016-11-07 00:00:00,4275.0000,NACH,Bounced,BALANCE INSUFFICIENT,
100998327,032408,305936,2016-11-07 00:00:00,2925.0000,NACH,Cleared,,
100998518,032412,305937,2016-11-07 00:00:00,1867.0000,NACH,Cleared,,
100997620,032392,305938,2016-11-07 00:00:00,2454.0000,NACH,Bounced,BALANCE INSUFFICIENT,
100997791,032396,305939,2016-11-07 00:00:00,1867.0000,NACH,Cleared,,
100999618,032437,305940,2016-11-07 00:00:00,1894.0000,NACH,Cleared,,
101000048,032446,305941,2016-11-07 00:00:00,2400.0000,NACH,Cleared,,
100999122,032425,305942,2016-11-07 00:00:00,2400.0000,NACH,Cleared,,
100998990,032422,305943,2016-11-07 00:00:00,1538.0000,NACH,Cleared,,
100998693,032416,305944,2016-11-07 00:00:00,3705.0000,NACH,Cleared,,
101001004,032465,305945,2016-11-07 00:00:00,3224.0000,NACH,Cleared,,
101000217,032450,305946,2016-11-07 00:00:00,3800.0000,NACH,Bounced,BALANCE INSUFFICIENT,
101000121,032448,305947,2016-11-07 00:00:00,2347.0000,NACH,Cleared,,
